Accession,Release_Date,Species,Length,Nuc_Completeness
NC_014463,2010-08-23T00:00:00Z,Magnaporthe oryzae chrysovirus 1,3074,complete
NC_014464,2010-08-23T00:00:00Z,Magnaporthe oryzae chrysovirus 1,3043,complete
NC_014465,2010-08-23T00:00:00Z,Magnaporthe oryzae chrysovirus 1,3250,complete
NC_014467,2010-08-23T00:00:00Z,Escherichia virus RB16,176788,complete
NC_014446,2010-08-20T00:00:00Z,Sida golden mosaic Florida virus,2608,complete
NC_014447,2010-08-20T00:00:00Z,Sida golden mosaic Florida virus,2578,complete
NC_014457,2010-08-20T00:00:00Z,Clostridium phage phiCTP1,59199,complete
NC_014458,2010-08-20T00:00:00Z,Mycobacterium virus Angelica,59598,complete
NC_014459,2010-08-20T00:00:00Z,Mycobacterium virus Crimd,59798,complete
NC_014461,2010-08-20T00:00:00Z,Mycobacterium virus Bron,73453,complete
NC_014411,2010-08-19T00:00:00Z,Passerivirus A,8035,complete
NC_014412,2010-08-19T00:00:00Z,Oscivirus A,7641,complete
NC_014413,2010-08-19T00:00:00Z,Oscivirus A,7678,complete
NC_014406,2010-08-16T00:00:00Z,Human polyomavirus 6,4926,complete
NC_014407,2010-08-16T00:00:00Z,Human polyomavirus 7,4952,complete
NC_014395,2010-08-11T00:00:00Z,Rift Valley fever phlebovirus,1690,complete
NC_014396,2010-08-11T00:00:00Z,Rift Valley fever phlebovirus,3885,complete
NC_014397,2010-08-11T00:00:00Z,Rift Valley fever phlebovirus,6404,complete
NC_014379,2010-08-10T00:00:00Z,Melon chlorotic mosaic alphasatellite,1334,complete
NC_014380,2010-08-10T00:00:00Z,Melon chlorotic mosaic virus,2628,complete
NC_014381,2010-08-10T00:00:00Z,Melon chlorotic mosaic virus,2607,complete
NC_014373,2010-08-09T00:00:00Z,Bundibugyo ebolavirus,18940,complete
NC_014357,2010-08-05T00:00:00Z,Decapod hepandensovirus 1,6085,complete
NC_014358,2010-08-05T00:00:00Z,Primate bocaparvovirus 1,4944,complete
NC_014359,2010-08-05T00:00:00Z,Spissistilus festinus virus 1,7951,complete
NC_014360,2010-08-05T00:00:00Z,Circulifer tenellus virus 1,8086,complete
NC_014361,2010-08-05T00:00:00Z,Human polyomavirus 8,5232,complete
NC_014372,2010-08-05T00:00:00Z,Tai Forest ebolavirus,18935,complete
NC_014325,2010-07-24T00:00:00Z,Bidens mottle virus,9741,complete
NC_014326,2010-07-24T00:00:00Z,Pipapillomavirus 2,7510,complete
NC_014327,2010-07-24T00:00:00Z,Pepper yellow mosaic virus,9745,complete
NC_014321,2010-07-05T00:00:00Z,Hyperthermophilic Archaeal Virus 2,17666,complete
NC_014322,2010-07-05T00:00:00Z,Hyperthermophilic Archaeal Virus 1,22743,complete
NC_014260,2010-06-28T00:00:00Z,Escherichia virus IME08,172253,complete
NC_014252,2010-06-17T00:00:00Z,Panax virus Y,9750,complete
NC_014064,2010-06-16T00:00:00Z,Freesia mosaic virus,9489,complete
NC_014236,2010-06-11T00:00:00Z,Broome virus,3947,complete
NC_014237,2010-06-11T00:00:00Z,Broome virus,3903,complete
NC_014238,2010-06-11T00:00:00Z,Broome virus,3848,complete
NC_014239,2010-06-11T00:00:00Z,Broome virus,2327,complete
NC_014240,2010-06-11T00:00:00Z,Broome virus,2076,complete
NC_014241,2010-06-11T00:00:00Z,Broome virus,2068,complete
NC_014242,2010-06-11T00:00:00Z,Broome virus,1316,complete
NC_014243,2010-06-11T00:00:00Z,Broome virus,1231,complete
NC_014244,2010-06-11T00:00:00Z,Broome virus,1203,complete
NC_014245,2010-06-11T00:00:00Z,Broome virus,808,complete
NC_014229,2010-06-09T00:00:00Z,Streptomyces phage phiSASD1,37068,complete
NC_014185,2010-06-02T00:00:00Z,Gammapapillomavirus 10,7342,complete
NC_014140,2010-05-13T00:00:00Z,Soybean mild mottle virus,2768,complete
NC_014141,2010-05-13T00:00:00Z,Soybean chlorotic blotch virus,2708,complete
NC_014142,2010-05-13T00:00:00Z,Soybean chlorotic blotch virus,2647,complete
NC_014143,2010-05-13T00:00:00Z,Dyolambdapapillomavirus 1,7737,complete
NC_014066,2010-05-12T00:00:00Z,Okra yellow mosaic Mexico virus,2612,complete
NC_014067,2010-05-12T00:00:00Z,Okra yellow mosaic Mexico virus,2582,complete
NC_014126,2010-05-12T00:00:00Z,Providence virus,6155,complete
NC_014127,2010-05-12T00:00:00Z,Chiltepin yellow mosaic virus,6517,complete
NC_014128,2010-05-12T00:00:00Z,Sida golden mottle virus,2573,complete
NC_014130,2010-05-12T00:00:00Z,Sida golden mottle virus,2611,complete
NC_014137,2010-05-12T00:00:00Z,Slow bee paralysis virus,9505,complete
NC_014138,2010-05-12T00:00:00Z,Abutilon Brazil virus,2653,complete
NC_014139,2010-05-12T00:00:00Z,Abutilon Brazil virus,2618,complete
NC_014129,2010-05-06T00:00:00Z,Rubber viroid India/2009,361,complete
NC_014088,2010-04-30T00:00:00Z,Torque teno mini virus 3,2897,complete
NC_014089,2010-04-30T00:00:00Z,Torque teno mini virus 5,2908,complete
NC_014090,2010-04-30T00:00:00Z,Torque teno mini virus 4,2785,complete
NC_014091,2010-04-30T00:00:00Z,Torque teno virus 16,3818,complete
NC_014092,2010-04-30T00:00:00Z,Torque teno sus virus k2a,2735,complete
NC_014093,2010-04-30T00:00:00Z,Torque teno midi virus 2,3253,complete
NC_014094,2010-04-30T00:00:00Z,Torque teno virus 6,3705,complete
NC_014095,2010-04-30T00:00:00Z,Torque teno mini virus 6,2897,complete
NC_014096,2010-04-30T00:00:00Z,Torque teno virus 15,3787,complete
NC_014097,2010-04-30T00:00:00Z,Torque teno mini virus 1,2856,complete
NC_014099,2010-04-30T00:00:00Z,Sulfolobus turreted icosahedral virus 2,16622,complete
NC_014068,2010-04-29T00:00:00Z,Torque teno mini virus 8,2910,complete
NC_014069,2010-04-29T00:00:00Z,Torque teno virus 4,3690,complete
NC_014070,2010-04-29T00:00:00Z,Torque teno sus virus 1a,2878,complete
NC_014071,2010-04-29T00:00:00Z,Torque teno canis virus,2797,complete
NC_014072,2010-04-29T00:00:00Z,Torque teno felis virus,2064,complete
NC_014073,2010-04-29T00:00:00Z,Torque teno virus 28,3629,complete
NC_014074,2010-04-29T00:00:00Z,Torque teno virus 27,3729,complete
NC_014075,2010-04-29T00:00:00Z,Torque teno virus 12,3759,complete
NC_014076,2010-04-29T00:00:00Z,Torque teno virus 10,3770,complete
NC_014077,2010-04-29T00:00:00Z,Torque teno virus 14,3899,complete
NC_014078,2010-04-29T00:00:00Z,Torque teno virus 19,3808,complete
NC_014079,2010-04-29T00:00:00Z,Torque teno virus 26,3798,complete
NC_014080,2010-04-29T00:00:00Z,Torque teno virus 7,3736,complete
NC_014081,2010-04-29T00:00:00Z,Torque teno virus 3,3748,complete
NC_014082,2010-04-29T00:00:00Z,Torque teno mini virus 7,2952,complete
NC_014083,2010-04-29T00:00:00Z,Torque teno virus 25,3763,complete
NC_014084,2010-04-29T00:00:00Z,Torque teno virus 8,3790,complete
NC_014085,2010-04-29T00:00:00Z,Torque teno tamarin virus,3371,complete
NC_014086,2010-04-29T00:00:00Z,Torque teno mini virus 2,2765,complete
NC_014087,2010-04-29T00:00:00Z,Torque teno douroucouli virus,3718,complete
NC_014038,2010-04-20T00:00:00Z,Sunflower chlorotic mottle virus,9965,complete
NC_014037,2010-04-16T00:00:00Z,Sugarcane streak mosaic virus,9782,complete
NC_014036,2010-04-13T00:00:00Z,Klebsiella virus KP15,174436,complete
NC_013999,2010-03-30T00:00:00Z,Phlebiopsis gigantea mycovirus dsRNA 1,11563,complete
NC_013953,2010-03-29T00:00:00Z,Lymantria xylina nucleopolyhedrovirus,156344,complete
NC_013955,2010-03-26T00:00:00Z,Ngaingan hapavirus,15764,complete
NC_013936,2010-03-16T00:00:00Z,Mycobacterium virus Ardmore,52141,complete
NC_013920,2010-02-23T00:00:00Z,Olive latent virus 3,7148,complete
NC_013774,2010-02-18T00:00:00Z,Porcine circovirus type 1/2a,1767,complete
NC_013802,2010-02-17T00:00:00Z,Cotton leaf curl Burewala betasatellite,1354,complete
NC_013804,2010-02-16T00:00:00Z,Pseudocowpox virus,145289,complete
NC_013801,2010-02-14T00:00:00Z,Croton yellow vein mosaic alphasatellite,1347,complete
NC_013803,2010-02-14T00:00:00Z,Cotton leaf curl Burewala alphasatellite,1366,complete
NC_013796,2010-02-11T00:00:00Z,Zalophus californianus polyomavirus 1,5112,complete
NC_013797,2010-02-11T00:00:00Z,Artogeia rapae granulovirus,108592,complete
NC_013772,2010-01-30T00:00:00Z,Mythimna unipuncta granulovirus A,176677,complete
NC_013758,2010-01-26T00:00:00Z,Alphapleolipovirus HHPV1,8082,complete
NC_013756,2010-01-25T00:00:00Z,Marseillevirus marseillevirus,368454,complete
NC_013699,2010-01-04T00:00:00Z,Diplodia scrobiculata RNA virus 1,5018,complete
NC_013649,2009-12-30T00:00:00Z,Klebsiella virus KP34,43809,complete
NC_013691,2009-12-30T00:00:00Z,Pseudomonas virus LUZ7,74901,complete
NC_013692,2009-12-30T00:00:00Z,Pseudomonas virus LIT1,72544,complete
NC_013693,2009-12-30T00:00:00Z,Shigella virus AG3,158006,complete
NC_013694,2009-12-30T00:00:00Z,Mycobacterium virus Peaches,51376,complete
NC_013695,2009-12-30T00:00:00Z,Enterovirus J,7379,complete
NC_013696,2009-12-30T00:00:00Z,Enterococcus phage phiEf11,42822,complete
NC_013697,2009-12-30T00:00:00Z,Delftia virus PhiW14,157486,complete
NC_013698,2009-12-30T00:00:00Z,Clavibacter virus CMP1,58652,complete
NC_013668,2009-12-29T00:00:00Z,Anguillid herpesvirus 1,248526,complete
NC_013639,2009-12-18T00:00:00Z,Tomato leaf curl Cameroon virus,2808,complete
NC_013640,2009-12-18T00:00:00Z,Sweet potato leaf curl Bengal virus,2823,complete
NC_013643,2009-12-18T00:00:00Z,Enterococcus virus FL2,36270,complete
NC_013644,2009-12-18T00:00:00Z,Enterococcus phage phiFL4A,37856,complete
NC_013645,2009-12-18T00:00:00Z,Streptococcus virus phiAbc2,34882,complete
NC_013646,2009-12-18T00:00:00Z,Enterococcus virus FL1,38764,complete
NC_013647,2009-12-18T00:00:00Z,Klebsiella virus KP32,41119,complete
NC_013648,2009-12-18T00:00:00Z,Enterococcus virus FL3,39576,complete
NC_013650,2009-12-18T00:00:00Z,Mycobacterium virus Bxz1,155445,complete
NC_013651,2009-12-18T00:00:00Z,Vibrio virus N4,38497,complete
NC_013594,2009-12-15T00:00:00Z,Escherichia phage D108,37235,complete
NC_013638,2009-12-15T00:00:00Z,Pseudomonas virus f2,43144,complete
NC_013593,2009-12-11T00:00:00Z,Cotton leaf curl Gezira alphasatellite,1387,complete
NC_013597,2009-12-11T00:00:00Z,Aggregatibacter phage S1249,43970,complete
NC_013598,2009-12-11T00:00:00Z,Streptococcus virus ALQ132,35525,complete
NC_013599,2009-12-11T00:00:00Z,Xylella phage Xfas53,36674,complete
NC_013600,2009-12-11T00:00:00Z,Sodalis virus SO1,45169,complete
NC_013105,2009-12-09T00:00:00Z,European mountain ash ringspot-associated emaravirus,7040,complete
NC_013220,2009-12-09T00:00:00Z,Phytophthora infestans RNA virus 1,3220,complete
NC_013221,2009-12-09T00:00:00Z,Phytophthora infestans RNA virus 1,2896,complete
NC_013423,2009-12-09T00:00:00Z,Vernonia yellow vein betasatellite,1364,complete
NC_013424,2009-12-09T00:00:00Z,Leucas zeylanica yellow vein virus satellite DNA beta,1363,complete
NC_013590,2009-12-08T00:00:00Z,Felid alphaherpesvirus 1,135797,complete
NC_013585,2009-12-04T00:00:00Z,Acidianus spindle-shaped virus 1,24186,complete
NC_013587,2009-12-04T00:00:00Z,Sulfolobus spindle-shaped virus 6,15684,complete
NC_013588,2009-12-04T00:00:00Z,Sulfolobus spindle-shaped virus 7,17602,complete
NC_013527,2009-11-25T00:00:00Z,Butterbur mosaic virus,8662,complete
NC_013528,2009-11-25T00:00:00Z,Fort Morgan virus,11381,complete
NC_013499,2009-11-13T00:00:00Z,Drosophila melanogaster totivirus SW-2009a,6780,complete
NC_013465,2009-11-06T00:00:00Z,Sweet potato leaf curl Canary virus,2807,complete
NC_013467,2009-11-06T00:00:00Z,Sweet potato leaf curl Lanzarote virus,2814,complete
NC_013469,2009-11-06T00:00:00Z,Fusarium graminearum dsRNA mycovirus-3,9098,complete
NC_013470,2009-11-06T00:00:00Z,Fusarium graminearum dsRNA mycovirus-4,2383,complete
NC_013471,2009-11-06T00:00:00Z,Fusarium graminearum dsRNA mycovirus-4,1739,complete
NC_013455,2009-11-04T00:00:00Z,Sugarcane bacilliform Guadeloupe D virus,7317,complete
NC_013458,2009-11-04T00:00:00Z,Barfin flounder nervous necrosis virus,3101,complete
NC_013459,2009-11-04T00:00:00Z,Barfin flounder nervous necrosis virus,1433,complete
NC_013460,2009-11-04T00:00:00Z,Tiger puffer nervous necrosis virus,3112,complete
NC_013461,2009-11-04T00:00:00Z,Tiger puffer nervous necrosis virus,1422,complete
NC_013462,2009-11-04T00:00:00Z,Rosellinia necatrix megabirnavirus 1,8931,complete
NC_013463,2009-11-04T00:00:00Z,Rosellinia necatrix megabirnavirus 1,7180,complete
NC_013464,2009-11-04T00:00:00Z,Saccharum streak virus,2744,complete
NC_013439,2009-11-03T00:00:00Z,Pongo pygmaeus polyomavirus 1,5168,complete
NC_013447,2009-10-29T00:00:00Z,Helicobasidium mompa alphaendornavirus 1,16614,complete
NC_013443,2009-10-28T00:00:00Z,HMO Astrovirus A,6534,complete
NC_013405,2009-10-19T00:00:00Z,Epizootic hemorrhagic disease virus,810,complete
NC_013414,2009-10-19T00:00:00Z,Velvet bean severe mosaic virus,2733,complete
NC_013415,2009-10-19T00:00:00Z,Velvet bean severe mosaic virus,2657,complete
NC_013413,2009-10-16T00:00:00Z,Tomato leaf curl Sulawesi virus,2751,complete
NC_013266,2009-10-09T00:00:00Z,Melandrium yellow fleck virus,3249,complete
NC_013267,2009-10-09T00:00:00Z,Melandrium yellow fleck virus,2862,complete
NC_013268,2009-10-09T00:00:00Z,Melandrium yellow fleck virus,2424,complete
NC_013396,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,3942,complete
NC_013397,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,2968,complete
NC_013398,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,2768,complete
NC_013399,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1983,complete
NC_013400,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1803,complete
NC_013401,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1640,complete
NC_013402,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1162,complete
NC_013403,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1186,complete
NC_013404,2009-10-09T00:00:00Z,Epizootic hemorrhagic disease virus,1143,complete
NC_013288,2009-10-07T00:00:00Z,Ostreococcus tauri virus 1,191761,complete
NC_013261,2009-09-23T00:00:00Z,Canna yellow streak virus,9502,complete
NC_013262,2009-09-23T00:00:00Z,Pelargonium vein banding virus,7586,complete
NC_013258,2009-09-18T00:00:00Z,Tomato infectious chlorosis virus,8271,complete
NC_013259,2009-09-18T00:00:00Z,Tomato infectious chlorosis virus,7913,complete
NC_013237,2009-09-16T00:00:00Z,Lambdapapillomavirus 3,8242,complete
NC_013225,2009-09-15T00:00:00Z,Mammalian orthoreovirus,3804,complete
NC_013226,2009-09-15T00:00:00Z,Mammalian orthoreovirus,3870,complete
NC_013227,2009-09-15T00:00:00Z,Mammalian orthoreovirus,2251,complete
NC_013228,2009-09-15T00:00:00Z,Mammalian orthoreovirus,2127,complete
NC_013229,2009-09-15T00:00:00Z,Mammalian orthoreovirus,3888,complete
NC_013230,2009-09-15T00:00:00Z,Mammalian orthoreovirus,2241,complete
NC_013231,2009-09-15T00:00:00Z,Mammalian orthoreovirus,1368,complete
NC_013232,2009-09-15T00:00:00Z,Mammalian orthoreovirus,1331,complete
NC_013233,2009-09-15T00:00:00Z,Mammalian orthoreovirus,1198,complete
NC_013234,2009-09-15T00:00:00Z,Mammalian orthoreovirus,1098,complete
NC_013218,2009-09-11T00:00:00Z,Turnip ringspot virus,6082,complete
NC_013219,2009-09-11T00:00:00Z,Turnip ringspot virus,3985,complete
NC_013195,2009-09-02T00:00:00Z,Staphylococcus phage P954,40761,complete
NC_013197,2009-09-02T00:00:00Z,Thermus virus P23-77,17036,complete
NC_013152,2009-08-30T00:00:00Z,Lactococcus virus CB14,29459,complete
NC_013153,2009-08-26T00:00:00Z,Lactococcus virus CB19,28643,complete
NC_013154,2009-08-26T00:00:00Z,Lactococcus virus CB20,28625,complete
NC_013155,2009-08-26T00:00:00Z,Lactococcus virus CB13,32182,complete
NC_013135,2009-08-24T00:00:00Z,Drosophila melanogaster sigmavirus,12390,complete
NC_013133,2009-08-21T00:00:00Z,Japanese holly fern mottle pteridovirus,6228,complete
NC_013134,2009-08-21T00:00:00Z,Japanese holly fern mottle pteridovirus,3007,complete
NC_013116,2009-08-20T00:00:00Z,Sclerotinia gemycircularvirus 1,2166,complete
NC_013117,2009-08-20T00:00:00Z,Dyoepsilonpapillomavirus 1,7498,complete
NC_013102,2009-08-17T00:00:00Z,Tomato leaf curl Hainan virus,2748,complete
NC_013103,2009-08-17T00:00:00Z,Chilli leaf curl Multan alphasatellite,1369,complete
NC_013106,2009-08-17T00:00:00Z,European mountain ash ringspot-associated emaravirus,2335,complete
NC_013107,2009-08-17T00:00:00Z,European mountain ash ringspot-associated emaravirus,1348,complete
NC_013108,2009-08-17T00:00:00Z,European mountain ash ringspot-associated emaravirus,1559,complete
NC_013109,2009-08-17T00:00:00Z,Primula malacoides virus 1,2390,complete
NC_013110,2009-08-17T00:00:00Z,Primula malacoides virus 1,2344,complete
NC_013111,2009-08-17T00:00:00Z,Cassava virus C,2740,complete
NC_013112,2009-08-17T00:00:00Z,Cassava virus C,1137,complete
NC_013113,2009-08-17T00:00:00Z,Cassava virus C,958,complete
NC_013094,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,1003,complete
NC_013095,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,992,complete
NC_013096,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,994,complete
NC_013097,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,980,complete
NC_013098,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,981,complete
NC_013099,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,986,complete
NC_013100,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,984,complete
NC_013101,2009-08-14T00:00:00Z,Faba bean necrotic stunt virus,987,complete
NC_013085,2009-08-13T00:00:00Z,Synechococcus phage S-RSM4,194454,complete
NC_013075,2009-08-10T00:00:00Z,Tomato chocolate spot virus,7492,complete
NC_013076,2009-08-10T00:00:00Z,Tomato chocolate spot virus,5109,complete
NC_013036,2009-08-07T00:00:00Z,Anatid alphaherpesvirus 1,158091,complete
NC_013060,2009-08-05T00:00:00Z,Mamastrovirus 9,6586,complete
NC_013057,2009-08-04T00:00:00Z,Morogoro mammarenavirus,3383,complete
NC_013058,2009-08-04T00:00:00Z,Morogoro mammarenavirus,7207,complete
NC_013059,2009-08-04T00:00:00Z,Salmonella phage g341c,40975,complete
NC_013055,2009-08-03T00:00:00Z,Burkholderia phage KS9,39896,complete
NC_013035,2009-07-28T00:00:00Z,Gammapapillomavirus 9,7184,complete
NC_013011,2009-07-27T00:00:00Z,Gossypium davidsonii symptomless alphasatellite,1315,complete
NC_013014,2009-07-27T00:00:00Z,Sclerotinia sclerotiorum partitivirus S,1874,complete
NC_013015,2009-07-27T00:00:00Z,Sclerotinia sclerotiorum partitivirus S,1852,complete
NC_013017,2009-07-27T00:00:00Z,Okra leaf curl virus,2386,complete
NC_013019,2009-07-27T00:00:00Z,Sunn hemp leaf distortion virus,2774,complete
NC_013021,2009-07-27T00:00:00Z,Cyanophage PSS2,107530,complete
NC_013022,2009-07-27T00:00:00Z,Ipomoea yellow vein virus,2791,complete
NC_013029,2009-07-27T00:00:00Z,Circovirus-like genome CB-B,2757,complete
NC_013030,2009-07-27T00:00:00Z,Circovirus-like genome SAR-A,1739,complete
NC_012932,2009-07-24T00:00:00Z,Aedes flavivirus,11064,complete
NC_013018,2009-07-24T00:00:00Z,Circovirus-like genome SAR-B,1833,complete
NC_013020,2009-07-24T00:00:00Z,Circovirus-like genome BBC-A,1815,complete
NC_013023,2009-07-24T00:00:00Z,Circovirus-like genome RW-A,2162,complete
NC_013024,2009-07-24T00:00:00Z,Circovirus-like genome RW-B,2819,complete
NC_013025,2009-07-24T00:00:00Z,Circovirus-like genome RW-C,1803,complete
NC_013026,2009-07-24T00:00:00Z,Circovirus-like genome RW-D,2072,complete
NC_013027,2009-07-24T00:00:00Z,Circovirus-like genome RW-E,2782,complete
NC_013028,2009-07-24T00:00:00Z,Circovirus-like genome CB-A,2160,complete
NC_013006,2009-07-23T00:00:00Z,Kalanchoe latent virus,8517,complete
NC_013007,2009-07-23T00:00:00Z,Carrot yellow leaf virus,16354,complete
NC_012986,2009-07-20T00:00:00Z,Salivirus A,7989,complete
NC_012936,2009-07-13T00:00:00Z,Murine coronavirus,31250,complete
NC_012957,2009-07-13T00:00:00Z,Salivirus A,7982,complete
NC_012958,2009-07-13T00:00:00Z,Drosophila A virus,4806,complete
NC_012959,2009-07-13T00:00:00Z,Human mastadenovirus D,34920,complete
NC_012931,2009-07-10T00:00:00Z,Wheat yellow dwarf virus-GPV,5673,complete
NC_012909,2009-07-01T00:00:00Z,Lettuce chlorosis virus,8591,complete
NC_012910,2009-07-01T00:00:00Z,Lettuce chlorosis virus,8556,complete
NC_012868,2009-06-30T00:00:00Z,Escherichia virus St1,6094,complete
NC_012869,2009-06-30T00:00:00Z,Hydrangea chlorotic mottle virus,8433,complete
NC_012884,2009-06-30T00:00:00Z,Streptococcus phage M102,31147,complete
NC_012812,2009-06-17T00:00:00Z,Pestivirus H,12337,complete
NC_012805,2009-06-15T00:00:00Z,Coleus blumei viroid 6,342,complete
NC_012798,2009-06-11T00:00:00Z,Cosavirus E,6580,complete
NC_012799,2009-06-11T00:00:00Z,Triticum mosaic virus,10282,complete
NC_012800,2009-06-11T00:00:00Z,Cosavirus A,7632,complete
NC_012801,2009-06-11T00:00:00Z,Cosavirus B,7205,complete
NC_012802,2009-06-11T00:00:00Z,Cosavirus D,7215,complete
NC_012786,2009-06-10T00:00:00Z,Passionfruit severe leaf distortion virus,2672,complete
NC_012787,2009-06-10T00:00:00Z,Passionfruit severe leaf distortion virus,2644,complete
NC_012789,2009-06-10T00:00:00Z,Tomato leaf curl Pakistan alphasatellite,1384,complete
NC_012788,2009-06-09T00:00:00Z,Mycobacterium phage Angel,41441,complete
NC_012783,2009-06-08T00:00:00Z,Cercopithecine betaherpesvirus 5,226205,complete
NC_012784,2009-06-08T00:00:00Z,Staphylococcus phage phiPVL-CN125,44492,complete
NC_012776,2009-06-04T00:00:00Z,Lujo mammarenavirus,3189,complete
NC_012777,2009-06-04T00:00:00Z,Lujo mammarenavirus,7163,complete
NC_012756,2009-06-03T00:00:00Z,Streptococcus phage PH10,31276,complete
NC_012757,2009-06-03T00:00:00Z,Vibrio phage VEJphi,6842,complete
NC_012735,2009-06-02T00:00:00Z,Wesselsbron virus,10814,complete
NC_012743,2009-06-02T00:00:00Z,Burkholderia virus Bcepil02,62715,complete
NC_012749,2009-06-02T00:00:00Z,Escherichia virus wV8,88487,complete
NC_012753,2009-06-02T00:00:00Z,Streptococcus phage 5093,37184,complete
NC_012754,2009-06-02T00:00:00Z,Stretch Lagoon orbivirus,3933,complete
NC_012755,2009-06-02T00:00:00Z,Stretch Lagoon orbivirus,2792,complete
NC_012740,2009-06-01T00:00:00Z,Escherichia virus JSE,166418,complete
NC_012741,2009-06-01T00:00:00Z,Escherichia virus JS10,171451,complete
NC_012742,2009-06-01T00:00:00Z,Xanthomonas virus PhiL7,44080,complete
NC_012728,2009-05-28T00:00:00Z,Sweet potato badnavirus B,7961,complete
NC_012729,2009-05-28T00:00:00Z,Primate bocaparvovirus 2,5104,complete
NC_012699,2009-05-19T00:00:00Z,St-Valerien swine virus,6434,complete
NC_012702,2009-05-19T00:00:00Z,Midway nyavirus,11752,complete
NC_012703,2009-05-19T00:00:00Z,Nyamanini nyavirus,11631,complete
NC_012698,2009-05-18T00:00:00Z,Cassava brown streak virus,8995,complete
NC_012696,2009-05-15T00:00:00Z,Sulfitobacter phage EE36phi1,73325,complete
NC_012697,2009-05-15T00:00:00Z,Silicibacter phage DSS3phi2,74611,complete
NC_012685,2009-05-14T00:00:00Z,Dipteran protoambidensovirus 1,5759,complete
NC_012665,2009-05-12T00:00:00Z,Malvastrum yellow vein virus,2743,complete
NC_012666,2009-05-12T00:00:00Z,Emilia yellow vein virus-associated DNA beta,1337,complete
NC_012671,2009-05-11T00:00:00Z,Quang Binh virus,10865,complete
NC_012662,2009-05-08T00:00:00Z,Vibrio virus VP93,43931,complete
NC_012663,2009-05-08T00:00:00Z,Lactococcus phage P087,60074,complete
NC_012664,2009-05-08T00:00:00Z,Eragrostis curvula streak virus,2754,complete
NC_012636,2009-05-01T00:00:00Z,Dipteran brevihamaparvovirus 1,3776,complete
NC_012635,2009-04-30T00:00:00Z,Enterobacteria phage RB51,168394,complete
NC_012638,2009-04-30T00:00:00Z,Escherichia virus RB14,165429,complete
NC_012639,2009-04-30T00:00:00Z,Euproctis pseudoconspersa nucleopolyhedrovirus,141291,complete
NC_012584,2009-04-21T00:00:00Z,Murine mastadenovirus C,30570,complete
NC_012585,2009-04-21T00:00:00Z,Thielaviopsis basicola mitovirus,2896,complete
NC_012564,2009-04-17T00:00:00Z,Primate bocaparvovirus 1,5242,complete
NC_012561,2009-04-15T00:00:00Z,Highlands J virus,11526,complete
NC_012557,2009-04-13T00:00:00Z,Ageratum leaf curl Cameroon betasatellite,1389,complete
NC_012558,2009-04-13T00:00:00Z,Alphapleolipovirus HRPV1,7048,complete
NC_012553,2009-04-09T00:00:00Z,Euphorbia yellow mosaic virus,2609,complete
NC_012554,2009-04-09T00:00:00Z,Euphorbia yellow mosaic virus,2578,complete
NC_012530,2009-04-06T00:00:00Z,Lactobacillus virus Lb338-1,142111,complete
NC_012531,2009-04-06T00:00:00Z,Solenopsis invicta virus 3,10411,complete
NC_012532,2009-04-06T00:00:00Z,Zika virus,10794,complete
NC_012533,2009-04-06T00:00:00Z,Kedougou virus,10723,complete
NC_012534,2009-04-06T00:00:00Z,Bagaza virus,10941,complete
NC_012535,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,4475,complete
NC_012536,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,3522,complete
NC_012537,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,3180,complete
NC_012538,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,2559,complete
NC_012539,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,2521,complete
NC_012540,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1665,complete
NC_012541,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1702,complete
NC_012542,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1434,complete
NC_012543,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1187,complete
NC_012544,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1205,complete
NC_012545,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1234,complete
NC_012546,2009-04-06T00:00:00Z,Homalodisca vitripennis reovirus,1040,complete
NC_012519,2009-04-02T00:00:00Z,African oil palm ringspot virus,7781,complete
